rowid;name;part_sp;rate_abs;page_resp
51563;амплітудний;прикметник;1;1032
51562;ампірний;прикметник;1;1032
51564;амс;;1;1032
51565;амторг;;1;1032
51566;амторгу;;1;1032
51568;амур-нижньодніпровського;;1;1032
51569;амурчик;ім. ч. р.;1;1032
51570;амутних;;1;1032
51571;амфітеатров;;1;1032
51572;амфітеатрова;;1;1032
51573;амштеттен;;1;1032
51574;амштеттена;;1;1032
51547;амідопірин;ім. ч. р.;1;1031
51548;амік;;1;1031
51549;амікошонство;ім. с. р.;1;1031
51550;аміна;;1;1031
51575;ан-10;;1;1032
51576;ан-12;;1;1032
51577;ан-178;;1;1032
51578;ан-72;;1;1032
51579;ан-74;;1;1032
51580;ана;;1;1032
51581;анагліфний;;1;1032
51583;анаконда;ім. ж. р.;1;1032
51590;аналог;займ.-прикм.;1;1032
51591;аналогічність;ім. ж. р.;1;1032
51584;аналітик;ім. ж. р.;1;1032
51585;аналітико-синтетичний;прикметник;1;1032
51587;аналітично;прислівн.;1;1032
51588;аналітично-дорадчий;;1;1032
51589;аналітично-дорадчого;;1;1032
51586;аналітичність;ім. ж. р.;1;1032
51592;анана;;1;1032
51593;анар;;1;1032
51200;анастасіос;;1;1024
51201;анатолия;;1;1025
51203;анатомування;ім. с. р.;1;1025
51204;анатомувати;дієсл.;1;1025
51205;анахронічність;ім. ж. р.;1;1025
51206;анвар;;1;1025
51207;анвара;;1;1025
51208;анверс;;1;1025
51209;ангажувати;дієсл.;1;1025
51210;ангар-богаз;;1;1025
51214;ангел-ліквідатор;;1;1025
51218;ангел-функціонер;;1;1025
51211;ангела-ліквідатора;;1;1025
51216;ангелою;;1;1025
51219;ангельстам;;1;1025
51212;ангеліка;;1;1025
51213;ангеліної;;1;1025
51596;англия;;1;1032
51599;англо-канадське;;1;1032
51600;англомовний;ім. ж. р.;1;1032
51597;англійсько-українсько;;1;1032
51598;англіканський;прикметник;1;1032
51601;ангус;;1;1033
51594;ангідрид;ім. ч. р.;1;1032
51595;ангіохірургія;ім. ж. р.;1;1032
51602;андерайтер;ім. ч. р.;1;1033
51603;андерсом;;1;1033
51604;анджеліни;;1;1033
51605;анджеліною;;1;1033
51606;анджиєвського;;1;1033
51607;андо;;1;1033
51608;андрайковському;;1;1033
51609;андраніку;;1;1033
51610;андреа;;1;1033
51611;андреаса;;1;1033
51612;андреевским;;1;1033
51614;андрей;;1;1033
51615;андрес;;1;1033
51616;андреса;;1;1033
51617;андрею;;1;1033
51613;андреєм;;1;1033
51622;андрий;;1;1033
51634;андро;;1;1033
51639;андрусевич;;1;1033
51640;андрусенко;;1;1033
51642;андруховіч;;1;1033
51641;андрухів;;1;1033
51643;андрушко;;1;1033
51644;андрюс;;1;1033
51645;андрюша;;1;1033
51620;андрєйченко;;1;1033
51621;андрєя;;1;1033
51619;андрєєм;;1;1033
51623;андрі;;1;1033
51625;андріанасоавіни;;1;1033
51626;андріанов;;1;1033
51627;андрієвський;;1;1033
51628;андрієвського;;1;1033
51629;андрієвською;;1;1033
51631;андрієш;;1;1033
51632;андріївсь;;1;1033
51646;аневризм;ім. ч. р.;1;1033
51647;анексувати;дієсл.;1;1033
51648;анжеблуа;;1;1033
51658;анк;;1;1034
51660;анкерний;прикметник;1;1034
51661;анкерсміт;;1;1034
51662;анкерстейн;;1;1034
51664;анкетний;прикметник;1;1034
51663;анкеті;ім. ж. р.;1;1034
51665;анкл;;1;1034
51666;аннаном;;1;1034
51667;анне;;1;1034
51669;аннетт;;1;1034
51670;аннушки;;1;1034
51671;анод;ім. ч. р.;1;1034
51672;анодний;прикметник;1;1034
51673;аномалия;;1;1034
51674;аномія;ім. ж. р.;1;1034
51675;анонімуса;;1;1034
51676;анорексія;ім. ж. р.;1;1034
51677;анормальність;ім. ж. р.;1;1034
51678;аносова;;1;1034
51679;анотований;прикметник;1;1034
51680;анотувати;дієсл.;1;1034
51682;ансамбліст;ім. ч. р.;1;1034
51683;ансгара;;1;1034
51684;ансол;;1;1034
51685;ансона;;1;1034
51686;антагоністично;прислівн.;1;1034
51687;анталію;;1;1034
51688;анталія;;1;1034
51689;антанамбалани;;1;1034
51690;антананариву;;1;1034
51704;анти-дюрінг;;1;1035
51706;анти-йолка;;1;1035
51691;антиабсолютистський;прикметник;1;1034
51692;антианглійський;прикметник;1;1034
51693;антибільшовистський;;1;1034
51694;антибільшовицький;прикметник;1;1034
51695;антивірусника;;1;1034
51696;антиглобалістські;;1;1034
51697;антигуманізм;ім. ч. р.;1;1034
51698;антигуманістичний;прикметник;1;1034
51699;антидемократизм;ім. ч. р.;1;1034
51700;антидепресивний;прикметник;1;1034
51701;антидержавний;ім. ж. р.;1;1035
51702;антидопінговий;прикметник;1;1035
51703;антидот;ім. ч. р.;1;1035
51707;антик;ім. ч. р.;1;1035
51708;антикатолицький;прикметник;1;1035
51709;антиквар;ім. ч. р.;1;1035
51710;антиколоніальний;прикметник;1;1035
51711;антиконституційність;ім. ж. р.;1;1035
51712;антикорозійний;прикметник;1;1035
51713;антикризовий;ім. ж. р.;1;1035
51714;антикримінального;;1;1035
51715;антимайдан;;1;1035
51717;антимосковський;прикметник;1;1035
51716;антимікробний;прикметник;1;1035
51718;антинатовський;прикметник;1;1035
51719;антинатовський;ім. ж. р.;1;1035
51720;антинацистський;прикметник;1;1035
51721;антиодруженням;;1;1035
51722;антиоксидантний;прикметник;1;1035
51723;антиохійський;;1;1035
51725;антипартійний;прикметник;1;1035
51727;антипомаранчевого;;1;1035
51728;антиракета;ім. ж. р.;1;1035
51729;антирасистський;прикметник;1;1035
51730;антиреалізм;ім. ч. р.;1;1035
51731;антирейдерський;;1;1035
51732;антирейтинг;ім. ч. р.;1;1035
51733;антиринковий;прикметник;1;1035
51734;антисанітарний;прикметник;1;1035
51735;антисеміт;ім. ч. р.;1;1035
51736;антисептичний;прикметник;1;1035
51737;антисоціалістичний;прикметник;1;1035
51738;антисфена;;1;1035
51739;антитрестовий;;1;1035
51740;антитрестового;;1;1035
51741;антиукраїнець;ім. ч. р.;1;1035
51742;антифа;;1;1035
51743;антихристиянський;прикметник;1;1035
51744;антицарський;прикметник;1;1035
51745;антице;;1;1035
51746;антицерковний;прикметник;1;1035
51747;антициклон;ім. ч. р.;1;1035
51748;античастинка;ім. ж. р.;1;1035
51749;антиядерний;прикметник;1;1035
51705;антиімперіалізм;ім. ч. р.;1;1035
51755;антоненка-давидовича;ім. ч. р.;1;1036
51756;антоничевих;;1;1036
51757;антонищака;;1;1036
51761;антоновим-овсєєнком;;1;1036
51762;антоняк;;1;1036
51758;антонівський;прикметник;1;1036
51759;антонім;ім. ч. р.;1;1036
51765;антрацитовий;прикметник;1;1036
51764;антрацитівському;;1;1036
51766;антрепренер;ім. ч. р.;1;1036
51767;антресоль;ім. ж. р.;1;1036
51768;антропний;прикметник;1;1036
51769;антропова;;1;1036
51770;антропоморфний;прикметник;1;1036
51771;антропосфера;ім. ж. р.;1;1036
51772;антрощенко;;1;1036
51774;антхольц;;1;1036
51775;антхольці;;1;1036
51750;антібі;;1;1035
51751;антіохійського;;1;1036
51752;антіфи;;1;1036
51753;антіфонт;;1;1036
51776;ануровим;;1;1036
51777;ануфрієв;;1;1036
51778;анушкевичус;;1;1036
51779;анушкевичуса;;1;1036
51780;анфілада;ім. ж. р.;1;1036
51781;анцибора;;1;1036
51782;анця;;1;1036
51783;анчоус;ім. ч. р.;1;1036
51784;анчурії;;1;1036
51785;аншлагова;;1;1036
51786;аншлюс;ім. ч. р.;1;1036
51788;аньхой;;1;1036
51789;аньхойским;;1;1036
51787;аньєлі;;1;1036
51649;анів;;1;1033
51650;анігілювати;дієсл.;1;1033
51651;анізотропія;ім. ж. р.;1;1034
51653;аніскілечки;прислівн.;1;1034
51652;анісівка;ім. ж. р.;1;1034
51654;анічичирк;прислівн.;1;1034
51655;аніш;;1;1034
51656;аніщенка;;1;1034
51657;аніщенку;;1;1034
51217;анґелою;;1;1025
51790;ао-2008;;1;1036
51792;аоsіs;;1;1036
51793;аортальний;прикметник;1;1036
51794;апанасевич;;1;1036
51795;апарані;;1;1036
51796;апарель;ім. ч. р.;1;1036
51797;апгар;;1;1036
51798;апельсинний;прикметник;1;1036
51799;апелянт;ім. ч. р.;1;1036
51800;апенінах;;1;1036
51801;аперкот;ім. ч. р.;1;1037
51802;апертура;ім. ж. р.;1;1037
51803;апет;;1;1037
51804;апетитно;прислівн.;1;1037
51805;апетом;;1;1037
51810;аплікатурний;прикметник;1;1037
51811;аплікаційний;прикметник;1;1037
51812;апм;;1;1037
51813;апокаліп;;1;1037
51814;апокаліпсичний;прикметник;1;1037
51815;апокатастасис;;1;1037
51816;апокриф;ім. ч. р.;1;1037
51817;апокрифічний;прикметник;1;1037
51819;аполлонівська;;1;1037
51820;апологетичний;прикметник;1;1037
51822;апостроф;ім. ч. р.;1;1037
51823;аппатурай;;1;1037
51824;аппатурая;;1;1037
51825;апполінарія;;1;1037
51827;апробовано;форма на -но/-то;1;1037
51828;апроксимація;ім. ж. р.;1;1037
51826;апріорність;ім. ж. р.;1;1037
51829;аптекарський;прикметник;1;1037
51830;апу;;1;1037
51806;апі;;1;1037
51807;апізартрон;;1;1037
51808;апітерапія;ім. ж. р.;1;1037
51809;апіченок;;1;1037
51870;ар'єргардний;прикметник;1;1038
51831;арrès;;1;1037
51832;арабський;ім. ж. р.;1;1037
51834;арагонською;;1;1037
51835;арад-сегед;;1;1037
51836;аракчеєвський;прикметник;1;1037
51837;аранжувати;дієсл.;1;1037
51838;арановський;;1;1037
51839;аранофскі;;1;1037
51840;аранчі;;1;1037
51841;арап;ім. ч. р.;1;1037
51842;араратського;;1;1037
51846;арахнофобія;;1;1037
51845;арахноїдит;ім. ч. р.;1;1037
51843;арахідоновий;прикметник;1;1037
51844;арахісовий;прикметник;1;1037
51847;арбалетник;ім. ч. р.;1;1037
51848;арбузовим;;1;1037
51849;арбузову;;1;1037
51850;арванітіса;;1;1037
51851;арво;;1;1038
51852;аргентинець;ім. ч. р.;1;1038
51853;аргонів;;1;1038
51854;аргострахування;;1;1038
51855;аргутінських-долгоруких;;1;1038
51857;арджентія;;1;1038
51858;ареs;;1;1038
51859;арег;;1;1038
51861;арель;;1;1038
51862;ареля;;1;1038
51863;арена-сіті;;1;1038
51864;аренс;;1;1038
51868;арештний;прикметник;1;1038
51869;арештовуватися;дієсл.;1;1038
51871;аржаковським;;1;1038
51872;аржевітіним;;1;1038
51873;арз;;1;1038
51874;арзамас-16;;1;1038
51875;аризоні;;1;1038
51876;арик;ім. ч. р.;1;1038
51877;арині;;1;1038
51881;аристократично;прислівн.;1;1038
51880;аристократичність;ім. ж. р.;1;1038
51883;арифметично;прислівн.;1;1038
51889;арканову;;1;1038
51890;аркаша;;1;1038
51892;аркон;;1;1038
51893;арктик;;1;1038
51891;аркіссандаша;;1;1038
51894;арлена;;1;1038
51895;арлінгтонському;;1;1038
51897;армагеддона;;1;1038
51898;армагедон;;1;1038
51899;арманд;;1;1038
51900;армані;;1;1038
51901;армата;;1;1039
51902;арматурний;прикметник;1;1039
51903;армию;;1;1039
51904;армросгазпром;;1;1039
51905;армянских;;1;1039
51907;ароматерапія;;1;1039
51908;ароматичний;прикметник;1;1039
51909;арон;;1;1039
51910;аросаlурtіса;;1;1039
51911;ароцкер;;1;1039
51912;арочний;прикметник;1;1039
51906;ароїдні;ім. множ.;1;1039
51913;арреніуса;;1;1039
51915;арселор;;1;1039
51916;арселор-міттал;;1;1039
51917;арселором;;1;1039
51918;арсенал-політехнік;;1;1039
51919;арсенич;;1;1039
51921;арсенічева;;1;1039
51920;арсеніївський;;1;1039
51914;арсеєнко;;1;1039
51923;арсо;;1;1039
51927;арт-вертеп;;1;1039
51928;арт-вертепом;;1;1039
51929;арт-директор;;1;1039
51936;арт-композиція;;1;1039
51937;арт-майстер;;1;1039
51938;арт-об;;1;1039
51940;арт-проекти;;1;1039
51942;арт-хаузний;прикметник;1;1039
51944;арт-хаус;ім. ч. р.;1;1039
51924;артамонов;;1;1039
51925;артаньяна;;1;1039
51926;арташес;;1;1039
51930;арте;;1;1039
51931;артеківська;;1;1039
51933;артеріум;;1;1039
51939;артпідготовка;ім. ж. р.;1;1039
51941;артурас;;1;1039
51943;артхауз-трафік;;1;1039
51945;артьомовского;;1;1039
51946;артьомовського;;1;1039
51947;артюшенко;;1;1039
51948;артющенка;;1;1039
51934;артільний;прикметник;1;1039
51935;артільник;ім. ч. р.;1;1039
51949;арустамов;;1;1039
51950;аруської;;1;1039
51951;арутюнов;;1;1040
51952;арфа;ім. ж. р.;1;1040
51957;архангельском;;1;1040
51959;архарова;;1;1040
51960;архаровець;ім. ч. р.;1;1040
51953;архаїзація;ім. ж. р.;1;1040
51954;архаїзувати;дієсл.;1;1040
51955;архаїка;ім. ж. р.;1;1040
51956;архаїчний;ім. ж. р.;1;1040
51961;архбудконтроль;;1;1040
51962;археоастрономія;;1;1040
51963;археограф;ім. ч. р.;1;1040
51964;археологічний;ім. ж. р.;1;1040
51965;археологічно;прислівн.;1;1040
51966;архивной;;1;1040
51968;архипчук;;1;1040
51969;архистратиг;;1;1040
51967;архиєпископії;;1;1040
51989;архонт;ім. ч. р.;1;1040
51970;архібуд;;1;1040
51971;архіваріус;ім. ч. р.;1;1040
51972;архівація;ім. ж. р.;1;1040
51974;архівний;ім. ж. р.;1;1040
51975;архівований;прикметник;1;1040
51976;архівосховище;ім. с. р.;1;1040
51973;архівіст-дослідник;;1;1040
51978;архіконсерватор;;1;1040
51979;архіоку;;1;1040
51980;архіпастир;ім. ч. р.;1;1040
51981;архіпастирський;прикметник;1;1040
51982;архіскладний;прикметник;1;1040
51983;архітектонічний;прикметник;1;1040
51984;архітектор-будівничий;;1;1040
51985;архітектори-проектувальники;;1;1040
51986;архітектором-фахівцем;;1;1040
51987;архітектурно;прислівн.;1;1040
51988;архітектурно-містобудівна;;1;1040
51977;архієреєв;;1;1040
51990;арча-каниш;;1;1040
51991;аршинов;;1;1040
51884;арізона;;1;1038
51885;арійський;ім. ж. р.;1;1038
51886;аріна;;1;1038
51887;арісент-україна;;1;1038
51888;арістотелю;;1;1038
51992;асtr;;1;1040
51993;асаdеміс;;1;1040
51994;асадобад;;1;1040
51996;асадчий;;1;1040
51997;асамблеєї;;1;1040
51998;асанжа;;1;1040
51999;асанова;;1;1040
52000;асасини;;1;1040
52001;асгара;;1;1041
52002;асексуальний;прикметник;1;1041
52003;асенізаційний;прикметник;1;1041
52004;асигнований;прикметник;1;1041
52005;асигновано;форма на -но/-то;1;1041
52006;асизького;;1;1041
52007;асиметрично;прислівн.;1;1041
52008;асинхронно;прислівн.;1;1041
52009;асистувати;дієсл.;1;1041
52010;аскар;;1;1041
52011;аскаром;;1;1041
52012;асквіт;;1;1041
52013;аскетично;прислівн.;1;1041
52014;аскомінаспірин;;1;1041
52015;аскон;;1;1041
52016;аскорбінка;ім. ж. р.;1;1041
52017;аскулано;;1;1041
52018;асмуссена;;1;1041
52019;аснара;;1;1041
52020;асо;ім. с. р.;1;1041
52021;асортиментний;прикметник;1;1041
52022;асорті;ім. с. р.;1;1041
52023;асоціальний;ім. ж. р.;1;1041
52024;асоціативність;ім. ж. р.;1;1041
52025;аспект-модифікатор;;1;1041
52026;асперна;;1;1041
52027;ассuмulаtіоn;;1;1041
52028;ассанджу;;1;1041
52029;ассанжем;;1;1041
52030;ассар;;1;1041
52031;ассеls;;1;1041
52034;ассо;;1;1041
52035;ассоr;;1;1041
52036;ассоль;;1;1041
52033;ассірії;;1;1041
52032;ассією;;1;1041
52037;аст;;1;1041
52038;астанавітє;;1;1041
52039;астарта-київ;;1;1041
52040;астахової;;1;1041
52041;астей;ім. ж. р.;1;1041
52042;астеризм;ім. ч. р.;1;1041
52045;астерс;;1;1041
52043;астерікс;;1;1041
52044;астерікса;;1;1041
52046;астигматизм;ім. ч. р.;1;1041
52047;астматик;ім. ч. р.;1;1041
52048;астматичний;прикметник;1;1041
52049;асторії;;1;1041
52050;астрата-київ;;1;1041
52052;астраханью;;1;1042
52053;астрова;;1;1042
52054;астрограф;ім. ч. р.;1;1042
52055;астроднепр;;1;1042
52056;астроклуб;;1;1042
52058;астронавт-2;;1;1042
52057;астронавігація;ім. ж. р.;1;1042
52059;астрофест;;1;1042
52060;астрофізика;ім. ж. р.;1;1042
52061;астуріаса;;1;1042
52091;ат-тахір;;1;1042
52062;аталанти;;1;1042
52063;аталанту;;1;1042
52064;атаманіва;;1;1042
52065;атаназія;;1;1042
52066;атена;;1;1042
52067;атеною;;1;1042
52068;атентат;;1;1042
52069;атеросклеротичний;прикметник;1;1042
52070;атестаційний;ім. ж. р.;1;1042
52071;атестовано;форма на -но/-то;1;1042
52072;атестувати;дієсл.;1;1042
52073;ати-бати;;1;1042
52074;атилос;;1;1042
52075;атлетіко;;1;1042
52076;атмасфера;;1;1042
52077;атмор;;1;1042
52078;атомбудекспорт;;1;1042
52079;атоменергомаш;;1;1042
52080;атоменергопроект;;1;1042
52081;атомно-енергетичний;прикметник;1;1042
52082;атомпроектінжинірінг;;1;1042
52083;атомстройекспорт;;1;1042
52084;атомстройэкспорт;;1;1042
52085;атональний;прикметник;1;1042
52086;атональність;ім. ж. р.;1;1042
52087;атосі;;1;1042
52088;атрафованість;;1;1042
52089;атрибуція;ім. ж. р.;1;1042
52090;атрощенку;;1;1042
52092;аттестован;;1;1042
52093;ау;вигук;1;1042
52094;аудіо-,;;1;1042
52095;аудіоверсія;;1;1042
52096;аудіотур;;1;1042
52097;аузана;;1;1042
52098;аузаном;;1;1042
52099;аукціоніст;ім. ч. р.;1;1042
52100;аульний;прикметник;1;1042
52101;аум;;1;1043
52102;ауреліа;;1;1043
52103;аустерліц;;1;1043
52104;аут-2011;;1;1043
52105;аутогенний;прикметник;1;1043
52106;аутригер;ім. ч. р.;1;1043
52107;ауту-2012;;1;1043
52108;ауце;;1;1043
52109;аушвітц;;1;1043
52110;аушвіцем;;1;1043
52113;афган;;1;1043
52115;афгано-пакистанський;прикметник;1;1043
52114;афганіс;;1;1043
52116;афективний;прикметник;1;1043
52117;афелій;ім. ч. р.;1;1043
52118;афиша;;1;1043
52123;афнагель;;1;1043
52125;афоня;;1;1043
52124;афонін;;1;1043
52126;афп;;1;1043
52127;африканський;ім. ж. р.;1;1043
52128;афро-американський;прикметник;1;1043
52129;афродити;;1;1043
52119;афі;;1;1043
52120;афіни-греція;;1;1043
52121;афінянин;ім. ч. р.;1;1043
52122;афішування;ім. с. р.;1;1043
52130;ах;прислівн.;1;1043
52131;ах-аах;;1;1043
52132;ахат;;1;1043
52134;ахати;дієсл.;1;1043
52133;ахатєм;;1;1043
52138;ахмадинежадом;;1;1043
52139;ахмаділа;;1;1043
52140;ахмадінежада;;1;1043
52142;ахмеров;;1;1043
52143;ахмєтовою;;1;1043
52144;ахмєтову;;1;1043
52145;ахнути;дієсл.;1;1043
52146;аховий;прикметник;1;1043
52147;ахтияр;;1;1043
52148;ахтіярі;;1;1043
52137;ахіма;;1;1043
52136;ахієзера;;1;1043
52149;ац-40;;1;1043
52150;ацамаз;;1;1043
52151;ач;част.;1;1044
52152;ачайваямська;;1;1044
52153;ачумєлиє;;1;1044
52160;аш-шаріф;;1;1044
52154;ашан;;1;1044
52155;ашгабаді;;1;1044
52156;ашері;;1;1044
52157;ашет;;1;1044
52158;ашимхіна;;1;1044
52161;аюрведичний;;1;1044
52162;аюрведу;;1;1044
51111;аі;;1;1023
51112;аі-20с;;1;1023
51113;аі-23с;;1;1023
51114;аі-28;;1;1023
51115;аі-450;;1;1023
51116;аіdа;;1;1023
51117;аіrsрасе;;1;1023
51118;аіrwауs;;1;1023
51119;аіrрlаnе;;1;1023
51120;аім;;1;1023
51121;аіс;;1;1023
50983;аґата;;1;1020
50992;аґлаю;;1;1020
50991;аґлаї;;1;1020
51002;аґресивна;;1;1021
52163;б-380;;1;1044
52604;б-балоги;;1;1053
52165;бабанівське;;1;1044
52166;бабахнути;дієсл.;1;1044
52167;бабаченко;;1;1044
52164;бабаєвим;;1;1044
52168;баббо;;1;1044
52169;бабенков;;1;1044
52170;бабильов;;1;1044
52171;бабицький;;1;1044
52180;бабла;;1;1044
52181;бабло;;1;1044
52182;баболна;;1;1044
52183;бабою-ага;ім. ж. р.;1;1044
52188;бабу-яага;ім. ж. р.;1;1044
52184;бабуган;;1;1044
52185;бабуган-яйлою;;1;1044
52186;бабунич;;1;1044
52187;бабушкінського;;1;1044
52177;бабінець;;1;1044
52189;баварець;ім. ч. р.;1;1044
52190;баварія-фільм;;1;1044
52191;бавкіда;;1;1044
52192;бавовництво;ім. с. р.;1;1044
52193;багажник;займ.-прикм.;1;1044
52194;багалия;;1;1044
52196;багалія;;1;1044
52195;багалієм;;1;1044
52197;баганець;;1;1044
52199;багатенький;прикметник;1;1044
52200;багатирський;прикметник;1;1044
52201;багатоаспектність;;1;1045
52202;багатобарвний;прикметник;1;1045
52203;багатоверстатний;прикметник;1;1045
52204;багатоверстатник;ім. ч. р.;1;1045
52205;багатоводдя;ім. с. р.;1;1045
52206;багатогранніший;прикметник;1;1045
52207;багатодонний;;1;1045
52208;багатоетапний;прикметник;1;1045
52209;багатожанровість;ім. ж. р.;1;1045
52210;багатожильний;прикметник;1;1045
52211;багатокамерний;прикметник;1;1045
52212;багатоколірний;прикметник;1;1045
52213;багатоконфесійність;;1;1045
52214;багатокроковий;прикметник;1;1045
52215;багатокультурний;прикметник;1;1045
52216;багатоликість;ім. ж. р.;1;1045
52217;багатолюддя;ім. с. р.;1;1045
52218;багатолюдність;ім. ж. р.;1;1045
52219;багатоманітний;прикметник;1;1045
52220;багатопартійний;ім. ж. р.;1;1045
52221;багатоплановий;ім. ж. р.;1;1045
52222;багатоплановість;ім. ж. р.;1;1045
52223;багатопозиційний;прикметник;1;1045
52224;багатополярність;ім. ж. р.;1;1045
52225;багаторасовий;прикметник;1;1045
52226;багаторівневий;ім. ж. р.;1;1045
52227;багатоскладовий;прикметник;1;1045
52228;багатослівний;прикметник;1;1045
52229;багатослівність;ім. ж. р.;1;1045
52230;багатосторінковий;прикметник;1;1045
52231;багатостраждальний;ім. ж. р.;1;1045
52232;багатоступеневість;ім. ж. р.;1;1045
52233;багатоступінчатий;прикметник;1;1045
52234;багатотижневий;прикметник;1;1045
52235;багатотиражка;ім. ж. р.;1;1045
52236;багатотомник;ім. ч. р.;1;1045
52237;багатоукладність;ім. ж. р.;1;1045
52238;багатофігурний;прикметник;1;1045
52239;багатофігурний;ім. ж. р.;1;1045
52240;багатоходовий;прикметник;1;1045
52241;багатоцентрові;;1;1045
52242;багаточасовий;прикметник;1;1045
52243;багаточисельність;;1;1045
52244;багаточисленний;прикметник;1;1045
52245;багатоярусний;прикметник;1;1045
52246;багатшати;дієсл.;1;1045
52247;багаутдінов;;1;1045
52248;багаутдінова;;1;1045
52249;багачів;прикметник;1;1045
52250;багдаєв;;1;1045
52251;багерове;;1;1046
52252;багеровому;;1;1046
52253;багетовий;прикметник;1;1046
52254;багзі;;1;1046
52257;баглая;;1;1046
52256;баглаї;ім. множ.;1;1046
52258;багнетний;прикметник;1;1046
52259;багнистий;прикметник;1;1046
52260;баговиння;ім. с. р.;1;1046
52261;багор;ім. ч. р.;1;1046
52262;баграма;;1;1046
52263;баграта;;1;1046
52264;багрич;;1;1046
52255;багінський;;1;1046
52268;бадалово;ім. с. р.;1;1046
52269;бадами;;1;1046
52270;бадан;ім. ч. р.;1;1046
52271;бадахова;;1;1046
52272;баддя;ім. ж. р.;1;1046
52273;бадзьо;;1;1046
52274;бади;;1;1046
52276;бадмінтоністка;ім. ж. р.;1;1046
52277;бадра;;1;1046
52279;бадура;;1;1046
52275;бадів;;1;1046
52282;бажатися;дієсл.;1;1046
52283;бажена;;1;1046
52284;баженова;;1;1046
52285;базавлукські;;1;1046
52286;базальт;ім. ч. р.;1;1046
52287;базарний;ім. ж. р.;1;1046
52288;базарники;;1;1046
52289;базарувати;дієсл.;1;1046
52290;базарювання;ім. с. р.;1;1046
52291;базаці;;1;1046
52292;базедовий;прикметник;1;1046
52296;базилюк;;1;1046
52293;базилій;;1;1046
52295;базиліу;;1;1046
52297;базовість;ім. ж. р.;1;1046
52298;базоєва;;1;1046
52299;бай;ім. ч. р.;1;1046
52300;байдарській;;1;1046
52301;байдаченка;;1;1047
52302;байден;;1;1047
52303;байдена;;1;1047
52304;байдики;ім. множ.;1;1047
52305;байдужий;ім. ж. р.;1;1047
52306;байерса;;1;1047
52308;байзи;;1;1047
52309;байзою;;1;1047
52311;байка;ім. ч. р.;1;1047
52313;байкало-амурський;прикметник;1;1047
52314;байко;;1;1047
52315;байконура;;1;1047
52316;баймуратова;;1;1047
52317;байназарову;;1;1047
52318;байса;;1;1047
52319;байтін;;1;1047
52320;байц;ім. ч. р.;1;1047
52321;байші;;1;1047
52307;байєрлі;;1;1047
52310;байі;;1;1047
52322;бакалійний;ім. ж. р.;1;1047
52323;бакалія;ім. ж. р.;1;1047
52324;бакеу;;1;1047
52331;баккара;;1;1047
52332;баклан;ім. ч. р.;1;1047
52333;баклицького;;1;1047
52334;баклі;;1;1047
52335;баклі-молодший;;1;1047
52336;бакмед;;1;1047
52337;бакст;;1;1047
52339;бактерицидний;прикметник;1;1047
52340;бактерійний;прикметник;1;1047
52341;бактеріолог;ім. ч. р.;1;1047
52343;баку-джейхан;;1;1047
52348;баку-новоросійськ;;1;1047
52344;бакуліна;;1;1047
52345;бакуліним;;1;1047
52346;бакуменко;;1;1047
52349;бакшиш;ім. ч. р.;1;1047
52330;бакіров;;1;1047
52325;бакієв;;1;1047
52326;бакієв;ім. ч. р.;1;1047
52327;бакієва;;1;1047
52328;бакієвим;;1;1047
52329;бакієву;;1;1047
52350;балабан;ім. ч. р.;1;1047
52351;балабанівки;;1;1048
52353;балабине;;1;1048
52354;балабон;ім. ч. р.;1;1048
52355;балабуха;ім. ж. р.;1;1048
52356;балаганову;;1;1048
52357;балаклавы;;1;1048
52359;балаклицького;;1;1048
52360;балакун;ім. ч. р.;1;1048
52361;балакучість;ім. ж. р.;1;1048
52362;балалаєв;;1;1048
52363;балалаєчник;ім. ч. р.;1;1048
52364;баламутити;дієсл.;1;1048
52365;баланчина;;1;1048
52366;баласко;;1;1048
52367;балашов;;1;1048
52368;балашова;;1;1048
52370;балаяну;;1;1048
52371;балбат;;1;1048
52372;балдефкол;;1;1048
52373;баленка;;1;1048
52374;балеринка;ім. ж. р.;1;1048
52375;балетмейстерський;прикметник;1;1048
52376;балибердін;;1;1048
52377;балик;ім. ч. р.;1;1048
52378;балика;;1;1048
52379;балико-щучинка;;1;1048
52380;балико-щучинки;;1;1048
52381;балин;;1;1048
52382;балканізація;ім. ж. р.;1;1048
52383;балкарія;;1;1048
52384;балкончик;ім. ч. р.;1;1048
52385;балле;;1;1048
52386;баллі;;1;1048
52387;баллін;;1;1048
52388;балліна;;1;1048
52389;балмер;;1;1048
52390;балог;;1;1048
52391;балса;;1;1048
52392;балта-тиймез;;1;1048
52393;балтийский;;1;1048
52397;балтрон;;1;1048
52398;балтський;прикметник;1;1048
52395;балтійсько-чорноморського;;1;1048
52396;балтія-друк;;1;1048
52399;балуватися;дієсл.;1;1048
52400;балуєв;;1;1048
52401;балчанській;;1;1049
52402;бальзамування;ім. с. р.;1;1049
52403;бальмена;;1;1049
52404;бальнеологічний;прикметник;1;1049
52405;бальнеологія;ім. ж. р.;1;1049
52406;бальнеотерапія;ім. ж. р.;1;1049
52407;бальфур;;1;1049
52408;балюстрада;ім. ж. р.;1;1049
52409;балясинка;ім. ж. р.;1;1049
52411;бамберґ;;1;1049
52412;бамбетель;;1;1049
52413;бамкання;ім. с. р.;1;1049
52414;баната;;1;1049
52415;бангалорські;;1;1049
